,x,y,z,z_pred
36,0.868925843,0.614195912,-0.306859409,-0.2608416130978493
37,0.800297439,-0.30727544,-0.227078845,-0.25500914785354506
38,0.791514245,1.178531361,-0.709228471,-0.7251305849305552
39,0.001406752,1.635367325,-1.654019015,-1.6544455706401568
40,-0.852191782,0.527798566,-1.092620762,-1.0966428806595032
41,-1.359995614,-2.396871564,-0.602143524,-0.6267629712349174
42,-1.078450889,1.385550199,-1.404516605,-1.4198786575162037
43,2.79463357,-0.720000664,-0.104571699,-0.05821583856220606
44,0.364486452,2.747061639,-1.047853934,-1.0479101571728284
45,-2.548389061,-0.292794902,-0.075421412,-0.06642319060748114
46,-0.717827624,0.352583757,-1.168147685,-1.1619076762046348
47,-2.196675674,-1.973243894,-0.14882876,-0.19172555872756197
48,1.451511151,-3.212055428,-0.192549032,-0.1840563528704061
49,0.821626954,-0.551399788,-0.236078474,-0.2310043695423107
50,1.355101305,-0.310330612,-0.0779115,-0.10402485722049992
51,0.796064308,0.833715484,-0.450110413,-0.4647745478135676
52,-0.360325487,0.188185684,-1.18011091,-1.1405600388146158
53,0.769720159,-1.312199536,-0.376203164,-0.361599600106036
54,2.982501413,2.864244573,-0.922720534,-0.8979966788408369
55,2.887801618,-0.825892167,-0.115237468,-0.14019220344830102
56,2.014852281,1.935657133,-1.577744763,-1.5516868688541685
57,1.024877149,-2.337417364,-0.445355339,-0.42992756701858587
58,0.314414001,1.668494902,-1.413612078,-1.4035911575707445
59,2.607300961,-1.960709873,-0.690552249,-0.6923449607541419
60,-0.212669662,-1.769431182,-1.2254753,-1.2495844078591565
61,-0.603686716,-1.955262174,-1.333590904,-1.323895132489871
62,1.290769951,-1.839266112,-0.632371334,-0.5962317473413032
63,-0.379262189,-0.271362644,-1.39147583,-1.3816207230482576
64,2.066615871,-1.938566729,-0.993233797,-1.010541564520659
65,2.915038488,0.865185903,-0.544466004,-0.5482751497652996
66,-0.143590241,3.287551897,-1.071312794,-1.0202841857764773
67,-0.871735343,1.892050835,-1.859581582,-1.8668108823796277
68,0.217766087,0.106478328,-0.69237241,-0.6976272633337872
69,-2.961005798,0.51132579,-0.113547775,-0.11831550847913055
70,-0.773631698,-0.213142867,-1.446851047,-1.4251276540901792
71,-1.394582254,-1.627419575,-1.026539551,-0.9867873203507551
72,-1.148988013,0.022697453,-1.0199735,-1.0323884025278525
73,-2.715195324,-3.606147129,-0.007453212,0.004504591097862898
74,-1.138662621,3.313401521,-0.843220979,-0.8312776502294325
75,1.920015711,2.979274405,-0.578608395,-0.574051359951563
76,1.525944125,1.714738581,-1.144389368,-1.1494773867989259
77,-2.429819549,-1.002185042,-0.153713419,-0.14749799622603155
78,0.030099301,-2.130826965,-0.871654208,-0.8946854344810576
79,0.305385017,0.5467981,-0.660796444,-0.6792180468121848
80,-0.68386045,-2.982804627,-0.984792053,-0.9844301829808062
81,-2.599068556,1.283330917,-0.610953725,-0.6363524127253248
82,0.77561548,0.191088411,-0.24735213,-0.21655188266732875
83,-0.430093744,-0.414203474,-1.511046685,-1.5164985369662751
84,0.904690317,-0.692922833,-0.218508496,-0.2770410273112817
85,0.039281445,1.446861764,-1.485388463,-1.4850092813503615
86,1.633799733,0.235876189,-0.073952183,-0.07651558130934596
87,1.826280948,-0.385321557,-0.081067399,-0.056395736426822884
88,0.614381746,0.529255384,-0.412385726,-0.420132292526235
89,1.915974097,0.188024684,-0.067455342,-0.0906151549804686
90,1.25088203,0.764696194,-0.287564106,-0.329494897204308
91,-0.43290083,0.786280898,-1.254553912,-1.2621852350387848
92,-0.543864986,0.239407559,-1.217938686,-1.2113995602898198
93,0.207215294,-0.174509562,-0.734522001,-0.7783601834813441
94,-1.905846965,2.627381868,-0.813185693,-0.7870054290168057
95,0.390558564,-1.990164666,-0.581686759,-0.6037608701069938
96,1.387102592,-0.684154278,-0.153889488,-0.12517525033594215
97,2.10067821,-2.754349823,-0.561516031,-0.5796524577266551
98,-2.683484854,-1.75408394,-0.041782622,-0.0393169860266841
99,1.115288833,-1.014123506,-0.258076878,-0.2679629088598331
100,1.645079699,-0.270009117,-0.062271813,-0.025536940085594317
101,-1.280198371,2.686517835,-1.168239817,-1.17152433025321
102,1.135407209,1.193527445,-0.629370055,-0.5782236478424752
103,1.23103812,0.058880123,-0.0855905,-0.10353944024582103
104,-0.347510286,0.889292662,-1.286661871,-1.3046202610062854
105,-0.634655465,1.277605634,-1.580345199,-1.5890563015020542
106,-1.887242463,-2.181338209,-0.258687581,-0.28014461953483705
107,-1.00396133,0.274057861,-1.02381901,-1.0659796069790126
108,0.134485279,0.764516411,-0.898428195,-0.9137009225424191
109,-0.635126506,-0.344614794,-1.555757253,-1.5774199350904683
110,-0.786970478,1.050895044,-1.341435772,-1.3362304751697762
111,1.524714358,-0.328708699,-0.071910664,-0.11547901254302326
112,-1.514791253,2.272029957,-1.285766529,-1.2777950637128226
113,2.111061499,-0.258587433,-0.058871391,-0.019505484356029584
114,0.25456557,2.91885149,-0.99659459,-1.0058542044904193
115,3.320846685,2.199128931,-1.654960958,-1.6517152245144395
116,-1.640499463,-1.740614538,-0.655704948,-0.6552913994276657
117,-0.206007591,-0.037619529,-1.143950899,-1.1373660529958884
118,-0.334535848,0.017293651,-1.220844715,-1.23731852762343
119,-0.448879587,-3.161324367,-1.004943613,-1.0160434069351978
120,1.470231324,-2.323635681,-0.701183611,-0.7395202511679705
121,3.654771233,1.058808336,-0.594244431,-0.5358053142782101
122,-0.621291166,3.14497376,-1.254959122,-1.23560675694563
123,-0.375167999,-1.693004641,-1.406438426,-1.3860505986817913
124,0.312906194,-2.236868707,-0.609957421,-0.6393517282027396
125,2.560339188,-0.330180489,-0.053647899,-0.037078491178728606
126,1.297052631,2.485922368,-0.924905622,-0.970823732653942
127,-1.270625454,1.347896416,-1.209553823,-1.240895963493818
128,-2.286700828,1.478347512,-0.803249765,-0.7997234659789657
129,-0.592039052,-1.888802835,-1.377030945,-1.4350288846781594
130,-1.86565893,-0.283146908,-0.4430745,-0.4247192844873414
131,-2.040106421,-0.643014865,-0.392643978,-0.3799467836848371
132,-3.135290972,0.083966086,-0.029642607,-0.02113222763692052
133,-0.42295172,0.767023793,-1.244329283,-1.214845777401335
134,2.232862116,0.438104688,-0.156999808,-0.16107022944472427
135,-1.307244015,-2.770299957,-0.560821024,-0.5300852059623451
136,0.413381379,-2.008362685,-0.563933334,-0.5190032502913909
137,0.466621917,1.066678431,-0.815243511,-0.8136004668852144
138,2.578857647,-0.481625185,-0.075571313,-0.074264402781486
139,-0.460392401,0.849716063,-1.289149711,-1.3192366243573606
140,1.740427162,1.730003655,-1.271803857,-1.2613023360927773
141,0.109066142,-2.04397741,-0.816295993,-0.8140563738099225
142,0.854704413,0.784906384,-0.395756707,-0.41708500263408826
143,-2.559450365,0.743653018,-0.224893615,-0.23293073832849592
144,-0.071226331,-1.151892843,-1.251216212,-1.2643025860445225
145,2.658189531,1.857732599,-1.951748139,-1.954201776626717
146,1.01922196,1.649759045,-1.028262871,-1.0301881473472678
147,-1.009847498,0.909556237,-1.101681905,-1.0697562945226693
148,0.628923467,-1.627032459,-0.459897699,-0.47945346316050663
149,-0.047222623,-2.30564823,-0.901772064,-0.9089986896260545
150,2.048044272,0.18614336,-0.069929962,-0.10440119750226029
151,0.175848969,-0.109833435,-0.75961626,-0.7671213990799308
152,-1.607329618,1.321663674,-0.927761121,-0.9045456211063985
153,-1.866910665,-2.395367818,-0.221664471,-0.20767663531706082
154,-1.307118715,0.179314295,-0.784110977,-0.786804722354645
155,0.000461667,0.433833275,-0.911618554,-0.892224627597017
156,3.928169292,-0.288698702,-0.007933978,0.011148596679514884
157,1.334965429,-2.013523899,-0.678482557,-0.7013133535303504
158,-1.272779277,3.345982436,-0.713738464,-0.715878383582393
159,-2.370403142,-0.873386395,-0.18096845,-0.19391545450394976
160,-1.521708701,-1.254838541,-1.065931592,-1.0873184113581065
161,1.469035735,1.927709631,-1.208300338,-1.1785444618843053
162,0.281986345,-0.809472062,-0.741987117,-0.7854763895999683
163,-0.561242123,-0.969904783,-1.821034699,-1.8601182007619919
164,-0.456514901,-2.24126227,-1.159806946,-1.1621148200498805
165,-2.409741736,0.123467954,-0.09441668,-0.09475682811603728
166,-1.98210108,-0.805899939,-0.478630761,-0.47172355673420835
167,2.046628487,2.190083595,-1.554135964,-1.5495177635393809
168,-0.478580249,1.063811074,-1.426579785,-1.4321863871191798
169,-0.754515856,1.083624114,-1.381353829,-1.372292564476962
170,-2.634334128,0.90708214,-0.315196734,-0.29618990528355127
171,2.79954155,-0.874888584,-0.149334798,-0.1746370772549959
172,0.808008665,3.270079517,-0.384561467,-0.36745227207747133
173,0.483959963,-1.495196754,-0.544133513,-0.5310797317991833
174,2.014750078,-1.789232089,-0.958195367,-0.9827154976256274
175,-0.539416084,-2.290339991,-1.152933313,-1.1790052002384057
176,-0.290408729,0.511042767,-1.127598579,-1.1546156087469501
177,1.378517365,-0.099044102,-0.063272406,-0.057923374839795226
178,1.182540218,2.482039114,-0.919545747,-0.8910536805751392
179,-0.297982777,1.589224243,-1.805568766,-1.8222851774699838
180,-0.857228631,0.749090706,-1.1353034,-1.1496104108231784
181,1.093149542,2.784877016,-0.653791772,-0.6419361302836084
182,2.346655003,-0.704248438,-0.166989391,-0.1429498021254479
183,0.549295274,-2.022804659,-0.486228164,-0.47591496933242683
184,0.236308179,-0.993844048,-0.814683271,-0.7875523473301639
185,0.09346981,-2.909203851,-0.722581138,-0.7212992794991486
186,1.327725131,-0.892751299,-0.226819112,-0.23070189132711627
187,-0.49973944,-0.677633474,-1.702853918,-1.6977355149134763
188,2.767897284,-0.969307745,-0.191987682,-0.20995972194761314
189,-1.959883918,-2.954014508,-0.127430171,-0.13591184831202635
190,0.965031832,1.577820621,-0.988272121,-1.0236644122976493
191,-1.510163276,0.655908274,-0.574327101,-0.5820999101919814
192,-0.446578465,0.99553537,-1.375492106,-1.4077260440628023
193,-1.782370902,0.023707781,-0.403363562,-0.4206009389086625
194,-0.865377804,-0.801875198,-1.819719322,-1.8353941089362145
195,0.957216869,2.155415012,-1.134984573,-1.1533818342124984
196,-3.394901504,1.311319875,-0.622577537,-0.5722835648203307
197,-1.880109995,-0.213031236,-0.404434409,-0.42358474583691835
198,-2.253320942,1.3355055,-0.690155691,-0.6952737908376877
199,0.242925317,1.872540948,-1.5616071,-1.5448491365227466
200,-1.766678688,-1.055694109,-0.75491313,-0.7959935544680456
201,-0.549737504,-0.691130409,-1.740715598,-1.7444771875378517
202,1.36420331,1.917938804,-1.169803506,-1.1833543630620165
203,3.230975077,3.003306955,-0.655425874,-0.646807055889369
204,0.113513598,-0.497824873,-0.916164885,-0.8925373033948234
205,-1.732068195,-2.432309133,-0.294365079,-0.30726108071534425
206,-1.714437162,0.437775929,-0.391879305,-0.38044268374273915
207,0.433987508,0.082044753,-0.484151968,-0.5097877928319249
208,-1.479047978,1.067910333,-0.813957983,-0.8208700413732504
209,-0.093360861,-2.031572242,-1.011735104,-1.0147658945464564
210,-2.787875141,-0.77308697,-0.044639877,-0.02905074329470275
211,-2.800762384,-2.007758374,-0.019170231,-0.013249271412610418
212,1.9568744,-1.349918686,-0.656671526,-0.643394179440752
213,-0.118604222,-2.95235199,-0.879326972,-0.8733344701180487
214,0.511384,-2.978191592,-0.403470685,-0.43625496562144583
215,0.721614509,-1.407560231,-0.405915428,-0.42777919260392033
216,1.919469629,1.201545762,-0.796692157,-0.7637729558505231
217,-0.952616558,1.563238642,-1.642489738,-1.6589801235602863
218,-2.266335837,1.176281209,-0.553295432,-0.5509554082266879
219,2.868562041,2.357000916,-1.748398978,-1.7393417486492373
220,2.967535672,-0.909252397,-0.119749176,-0.09855301346665404
221,1.771232401,-0.200258262,-0.054123934,-0.0648330146610536
222,-0.38464144,0.632965169,-1.188688181,-1.154731363133784
223,0.350781354,-0.119857656,-0.57235517,-0.5997098339859304
224,-0.860361388,-2.35836723,-1.03341292,-1.0555403518766135
225,0.846386527,-2.693468818,-0.328455079,-0.3591135458462294
226,-3.212483102,0.592280855,-0.139069091,-0.17765214596797174
227,0.146970284,-0.555612828,-0.883695306,-0.8580722718426158
228,0.114686021,2.181805551,-1.653771736,-1.683238244218674
229,-1.112401542,0.179080664,-0.969463634,-1.0006116199040909
230,0.852943369,-0.591857903,-0.225841859,-0.1889669128305405
231,0.750126988,0.227385484,-0.265358201,-0.2529177616780016
232,1.786486304,3.12033695,-0.40304089,-0.39388255072728173
233,-0.971455776,-0.425829861,-1.522067142,-1.5316870212544569
234,0.809346748,0.64582383,-0.346321545,-0.33147429544887935
235,0.938935546,-1.672728038,-0.432363163,-0.4227005554617807
236,-1.045719927,-0.327198665,-1.381498823,-1.3790748770685186
237,-0.752783988,-2.151569767,-1.18836566,-1.1936074581378133
238,-1.102478327,3.058835536,-1.021510867,-1.005421635973226
239,3.173744363,-0.309046019,-0.02332917,-0.023042520589608276
240,-0.379631221,-1.097862771,-1.661284043,-1.6621966647861104
241,-2.177265282,1.712934576,-0.981068101,-0.970975778607977
242,2.566171199,0.294557965,-0.111133528,-0.13798748776935352
243,-1.626865428,-3.281618733,-0.284583462,-0.28680191140824013
244,2.301341625,-0.867990925,-0.254431132,-0.26396164980983305
245,-1.540543783,1.054748201,-0.75884242,-0.7399754477537355
246,2.562974278,0.807938478,-0.474998036,-0.4654764834727326
247,1.938961736,-1.12361973,-0.46506734,-0.46943657843163233
248,-1.625728764,0.015394857,-0.542170299,-0.5349226021690408
249,-0.723184789,1.924112096,-1.9458513,-1.9228899694770272
250,1.808744868,0.108518106,-0.055718077,-0.05944614257272193
251,-0.006933447,-1.676077303,-1.036378594,-1.034991233656585
252,-0.345991691,0.191385809,-1.172251319,-1.1945332746781334
253,0.880148733,3.23274713,-0.374266842,-0.3849767424053137
254,-2.284222721,0.031610883,-0.128513679,-0.14454627541601772
255,-0.966454048,0.446387483,-1.01724339,-1.0367180418370152
256,3.38749125,0.977954153,-0.586203382,-0.5710392714118445
257,2.410955039,0.979375539,-0.66773612,-0.6508935579538422
258,-0.152543924,3.398316632,-1.027831571,-1.0574829956789296
259,0.832980676,-0.192671833,-0.205420182,-0.18410359057059372
260,-1.667887763,1.992924742,-1.255678309,-1.2865763176190264
261,0.606623501,2.15654167,-1.279533655,-1.2752123352511786
262,-1.988272638,-0.855022211,-0.478172848,-0.4654974464365945
263,2.464639477,0.80084844,-0.456723103,-0.47054218323102703
264,1.018225568,0.443089676,-0.195837824,-0.20471249970265148
265,1.064584231,0.489803204,-0.197031727,-0.21656858196401582
266,-0.114208047,-3.090404584,-0.870971246,-0.8901413505561769
267,-2.049890838,1.133105257,-0.565686593,-0.5619248584034755
268,0.29335359,-3.704957109,-0.535999899,-0.5435016855650663
269,2.40369859,-1.322583807,-0.537198551,-0.5352832197280548
270,0.710339748,-1.588868933,-0.429080608,-0.4493313926846846
271,1.092137227,-0.583686047,-0.150178722,-0.15225709861824993
272,0.077618728,0.290823095,-0.829508167,-0.8467857948390723
273,-0.096896804,-1.013573748,-1.297084941,-1.296963652164106
274,1.472027023,0.104194474,-0.063014884,-0.050193489866630796
275,-2.235448283,1.485189115,-0.816838423,-0.8457802152431484
276,0.896777835,-0.103456817,-0.174873424,-0.20189533336002108
277,-0.897370706,0.404340715,-1.07001375,-1.080652965311441
278,-2.967013266,-0.749899127,-0.022404471,-0.044417039374108264
279,-2.34687378,-1.046844497,-0.195735346,-0.17985653708389854
280,0.070867423,-1.150291982,-1.044258324,-1.0329735568423681
281,1.873830196,-2.761297994,-0.55487253,-0.5482748713480943
282,1.284132952,-1.027808887,-0.279779549,-0.29054421964698307
283,-0.00394841,3.249264972,-0.991973269,-1.0002942033652162
284,0.132959853,-0.999076082,-0.958301724,-0.958057102147591
285,-2.312330193,1.197163633,-0.563788945,-0.5877066932713841
286,-0.291221966,-2.098230787,-1.143688226,-1.1513820569278905
287,0.674869722,1.489562012,-1.032644311,-1.0380434457192687
288,-2.982856689,-1.172915549,-0.021177297,0.009774843110511557
289,-1.213799976,2.249529606,-1.540448407,-1.5444434797434654
290,0.278810853,2.280337674,-1.471713733,-1.4873449697146017
291,-1.990879494,0.47401428,-0.248399966,-0.24753258957378962
292,-1.374299775,0.556125983,-0.667127596,-0.6871963160230213
293,1.135638529,-1.195788233,-0.327095088,-0.32441793183107404
294,0.856175785,-1.367884189,-0.368055361,-0.3749321804259008
295,1.102512171,0.184434165,-0.122899238,-0.1272181593167424
296,3.083779253,-0.216487904,-0.02676719,-0.020905595040118057
297,1.259397748,2.418830485,-0.975320647,-1.0132384439434372
298,-1.474550108,-1.030760177,-1.18454652,-1.180018790633647
299,0.177693835,-2.252508613,-0.717677984,-0.7043530114834902
300,-2.559417605,0.396334961,-0.103298823,-0.1497627358709651
301,-1.942042308,0.675043964,-0.322705604,-0.3366052674326758
302,-0.212244489,-0.680961736,-1.408215919,-1.4145204881652766
303,-0.215194824,1.564375523,-1.750117304,-1.7595370639050405
304,-0.530070154,-1.291313044,-1.73672973,-1.728098225147532
305,1.110612263,3.222214305,-0.314508407,-0.32804065269737887
306,1.325766732,2.533940277,-0.886526896,-0.8960349588925931
307,-1.164938932,0.750582498,-0.89799675,-0.8972945591149936
308,-0.186812002,-0.741275546,-1.391604456,-1.4512130225553233
309,-1.065477598,2.247260885,-1.667039899,-1.6445539689831556
310,0.36788033,-1.748646926,-0.624165055,-0.6312088474297869
311,-0.658425936,-0.853085684,-1.846609141,-1.8597668316490055
312,1.292233016,0.738414565,-0.268776484,-0.2654826791835422
313,-0.569279948,1.00355735,-1.38071862,-1.3813537319903126
314,-1.881084735,1.32691413,-0.786204527,-0.7531557903240308
315,0.646088935,0.654931515,-0.439056012,-0.4527748095309396
316,-0.630707847,0.68537192,-1.211611514,-1.1929325248426825
317,1.482872743,0.203831669,-0.07373181,-0.0678649411440283
318,0.730718568,0.571240382,-0.356439261,-0.32792404727151564
319,-1.575185408,1.388228619,-1.004925107,-1.005291909878367
320,-2.487244893,0.718484473,-0.21852167,-0.210951659643936
321,-1.851583855,-0.440891516,-0.517750414,-0.4896151582917885
322,1.089328129,0.989053496,-0.462977987,-0.44919000377414725
323,3.3427351,-2.475067305,-0.131516426,-0.1281384251381072
324,1.859212721,1.795436303,-1.396567413,-1.3989199292855548
325,1.337933833,-0.236659588,-0.072902605,-0.062226298472924005
326,-0.42066598,-1.937424649,-1.293457441,-1.2671988631783577
327,-2.46161552,2.475601016,-0.818885889,-0.8050516276803042
328,0.371131583,-2.223472682,-0.569342689,-0.5427883984825415
329,-1.516024649,-2.342965248,-0.482394767,-0.46405811886661663
330,-0.990633487,-0.959118323,-1.784504868,-1.7816476337169111
331,2.111474108,-3.375877972,-0.149845371,-0.13622929389501043
332,-0.855605467,2.398403479,-1.73445564,-1.7412139713579797
333,2.561937688,-1.057817654,-0.300406141,-0.3121667694730281
334,2.847199405,-0.295536786,-0.036961943,-0.04940658498588019
335,-0.575446941,-0.743585163,-1.77706068,-1.7949836150886385
336,0.620576822,0.401369127,-0.373974598,-0.35104408809165427
337,-0.350604011,-3.532964327,-0.979380726,-0.9859939873739468
338,-1.373792244,1.806862941,-1.429741125,-1.449658803768361
339,-2.724491626,-1.94690847,-0.027942982,-0.026467810774291507
340,2.09694682,0.017222626,-0.050554962,-0.046044201536931284
341,-0.154710686,0.747551436,-1.119077286,-1.1024847341255717
342,-0.16830822,1.384084723,-1.581961368,-1.5982332539045905
343,-2.09020393,-2.152931065,-0.160396102,-0.17106857189100055
344,-1.425634884,-0.79910555,-1.226212919,-1.2151778124001613
345,0.778409315,-0.289163973,-0.238060527,-0.2628603975031556
346,-0.905031282,-2.411685853,-0.983963445,-0.9825823059711145
347,0.286578896,0.186846506,-0.62322375,-0.5814868619416643
348,-0.206929462,1.596080794,-1.767924269,-1.7609955394596493
349,0.353807503,0.586330161,-0.631375258,-0.6039319102494108
350,-2.200018047,2.148388153,-1.033806149,-1.0378890377170675
351,0.876648321,0.915263738,-0.468637516,-0.47352197543769114
352,-0.704406263,3.487687692,-1.068428197,-1.0722355483003612
353,0.631653393,-0.12113547,-0.32584287,-0.3327984914639875
354,-1.179549824,-1.351690054,-1.485820075,-1.4717761674814824
355,1.610330227,-2.768028062,-0.487984978,-0.4935367482906892
356,1.279993312,0.027558558,-0.076543783,-0.11058636508469455
357,0.783182315,1.882443276,-1.199603709,-1.200062738374762
358,2.255309446,-2.177076533,-0.908485382,-0.9052787766375681
359,-1.827389979,-2.130291083,-0.312266154,-0.33867191022734333
360,-0.018458242,-2.113524003,-0.920259361,-0.906160655309522
361,2.310435755,1.65667364,-1.62182979,-1.5924634240284936
362,0.910707418,2.506700429,-0.936506803,-0.8974170729556742
363,-0.135162726,0.2097768,-1.02556009,-1.0541426447753581
364,-3.490437894,-0.313741159,-0.006127034,0.0037572549815451835
365,-1.326073442,-0.507716124,-1.212890745,-1.1821466895622463
366,-2.880506971,1.505287916,-0.78642165,-0.7744149376036311
367,-2.486222898,0.054882551,-0.07818675,-0.10713169082800732
368,3.623222039,-1.840621728,-0.069931269,-0.05634372623656032
369,-0.13869351,0.360473058,-1.020503316,-0.992835711654273
370,-1.873208142,-0.13231925,-0.382052516,-0.3703632052275328
371,1.362169179,1.876606529,-1.159597239,-1.180004794443803
372,-1.515015859,-3.138655279,-0.3648306,-0.359466972408016
373,-2.123692695,-1.670326899,-0.252121853,-0.2253745092044059
374,-0.777895864,-1.599307054,-1.590709168,-1.5767741814759901
375,2.697876138,-0.569203298,-0.082076352,-0.07566666695479231
376,-0.368396939,-1.76898477,-1.357783746,-1.3497045040290547
377,2.772801663,1.20130891,-1.056561061,-1.0334639690408236
378,-0.312860466,0.226316861,-1.147268665,-1.1476168160556524
379,-0.645387874,1.90700247,-1.97067121,-1.9520626078250438
380,0.431381835,0.992686856,-0.786649098,-0.776011800310689
381,-1.028908263,2.932946934,-1.174765936,-1.1985412582385833
382,0.231036428,-0.570323022,-0.775702836,-0.8035526469102323
383,-1.395116913,-1.484205044,-1.125457383,-1.1205315936743079
384,1.955184609,-0.540765011,-0.123622568,-0.10295861361686613
385,0.195228186,1.725151856,-1.54545978,-1.5307656075022056
386,0.078747018,2.222336127,-1.667911307,-1.657592366676208
387,3.254353434,0.10599968,-0.051591912,-0.06863516117237128
388,-1.319472238,0.102653942,-0.80594456,-0.8373920211221312
389,0.425459384,-0.294353658,-0.514092404,-0.5243105315262074
390,-0.174331072,-0.818332644,-1.391238362,-1.3601538966811075
391,-0.202396055,-0.990419356,-1.447461085,-1.461684595642475
392,-1.615210436,1.609416189,-1.147584129,-1.1527939059206354
393,-2.145499781,-0.058991843,-0.19216967,-0.24468007559423394
394,3.344390733,0.472449547,-0.165432724,-0.11215397012264496
395,-0.605269111,-3.742601344,-0.989496771,-0.9890284776757189
396,-0.59025049,-2.116652187,-1.236063451,-1.2424492988041778
397,-0.100480938,-0.288484127,-1.126806431,-1.1187141049186489
398,-0.810172204,1.477440465,-1.671402648,-1.6761954005245643
399,-0.805389205,-1.090505148,-1.866172741,-1.8420348565796323
400,-1.166672042,-0.708267704,-1.535087929,-1.5579266765345559
401,-1.790761782,-2.821067612,-0.208406674,-0.21157727926272327
402,-1.114464608,-3.022813666,-0.702041011,-0.7177674962290187
403,0.497823811,2.183618568,-1.342392999,-1.2991235375535843
404,-1.62544473,-1.043821494,-0.956836553,-0.9462375427349441
405,0.070989657,-0.978330296,-1.047881559,-1.0669860186646591
406,-2.331795405,1.380517817,-0.71677594,-0.7640317885989614
407,-0.389080151,3.097488157,-1.287635757,-1.2547868818062362
408,-0.097113187,-0.673956952,-1.250994456,-1.2842311220116935
409,-0.721741888,-0.045438422,-1.339364908,-1.3505306575773233
410,0.022310834,-1.782529213,-0.970950267,-1.007797611092122
411,1.843349268,-0.010428826,-0.048155413,-0.049924699850636016
412,0.623025437,2.920119784,-0.716830798,-0.7204144592222868
413,0.806084434,0.256628014,-0.239952309,-0.2548499918046699
414,-0.882919926,1.872330155,-1.847707452,-1.8589673064879828
415,0.224969859,-0.766612516,-0.812225214,-0.838258073736144
416,2.565911291,1.298117485,-1.201760548,-1.2319050178987203
417,0.900916869,2.311872484,-1.077520646,-1.1255769813481191
418,1.993539259,0.346429948,-0.107660988,-0.09801645328161361
419,-0.442731046,0.143248907,-1.22695789,-1.2257414748233704
420,0.339509228,-3.005223174,-0.520306332,-0.5133589555934144
421,-1.331793754,1.559044389,-1.325210356,-1.3396793840119035
422,-0.622800648,0.964623672,-1.345637564,-1.3248172490596761
423,0.231201244,1.526459684,-1.386769328,-1.3525748616143158
424,-0.018016148,-0.490627876,-1.09059561,-1.070328905178158
425,2.922835306,0.368000619,-0.138941451,-0.09892027846262823
426,-1.750230788,0.380383186,-0.366792182,-0.40946239689983127
427,-1.680780357,3.154826886,-0.511541154,-0.5224498106390776
428,0.615050978,-2.103895912,-0.455506208,-0.4184436355080543
429,0.364657646,-1.227020861,-0.658967148,-0.6443210350689654
430,-1.71986746,0.054740393,-0.444332477,-0.4557668152215137
431,0.195505491,2.41769937,-1.457613702,-1.5047014736341715
432,1.226696321,-1.287593893,-0.388246288,-0.42187192702488013
433,-0.856211974,2.168863695,-1.852765835,-1.835859515895739
434,-0.323780353,-0.267914607,-1.345868128,-1.3490730421920623
435,-1.001765123,-2.53642678,-0.871879081,-0.8669435703713024
436,1.593815154,2.769033841,-0.711432258,-0.7068840012352983
437,-2.426858467,0.193599571,-0.094090483,-0.1394971100209834
